nearest_facility_id,nearest_facility_type,nearest_facility_name,thermal_detections,active_days,mean_frp_mw,median_frp_mw,max_frp_mw,std_frp_mw,mean_brightness_k,max_brightness_k,mean_t31_k,max_t31_k,high_confidence_detections,night_detections,mean_distance_km,min_distance_km,detections_per_active_day,detections_per_month,high_confidence_fraction,night_fraction,mean_daily_detections,median_daily_detections,max_daily_detections,std_daily_detections,mean_daily_total_frp_mw,max_daily_total_frp_mw
P100000125199,cement,Cement Corporation of India Mandhar Cement Plant,5,4,2.978,2.68,4.39,1.2706966593172424,335.828,342.31,304.42600000000004,306.87,0,0,0.6813862686175497,0.3438877313168034,1.25,0.4166666666666667,0.0,0.0,1.25,1.0,2,0.5,3.7225,5.430000000000001
P100000125208,cement,JK Cement Ujjain Cement Plant,2,2,0.945,0.945,1.13,0.2616295090390225,306.58000000000004,306.8,292.83500000000004,293.99,0,2,0.6555126682315777,0.5177446298259184,1.0,0.16666666666666666,0.0,1.0,1.0,1.0,1,0.0,0.945,1.13
P100000125215,cement,Shree Cement Guntur Cement Plant,1,1,0.59,0.59,0.59,,300.38,300.38,287.98,287.98,0,1,0.1524404209518758,0.1524404209518758,1.0,0.08333333333333333,0.0,1.0,1.0,1.0,1,,0.59,0.59
P100000126784,cement,Shree Cement Nigoh Hasanpur Cement Plant,1,1,3.22,3.22,3.22,,338.86,338.86,300.04,300.04,0,0,0.8154605617318474,0.8154605617318474,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,3.22,3.22
P100000126804,cement,Dalmia Cement (Bharat) Umrangso Cement Plant,11,8,3.5963636363636367,3.42,4.96,1.0072166869871921,336.1536363636364,343.92,303.6963636363636,311.33,0,0,0.6250088048330732,0.0642128347326317,1.375,0.9166666666666666,0.0,0.0,1.375,1.0,2,0.5175491695067657,4.945,8.84
P100000127201,cement,Topcem India Amingaon Cement Plant,1,1,4.55,4.55,4.55,,330.61,330.61,299.39,299.39,0,0,0.6574166391277171,0.6574166391277171,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,4.55,4.55
P100000127204,cement,JK Cement Buxar Cement Plant,2,2,7.81,7.81,11.19,4.7800418408210605,346.505,353.11,315.145,325.18,0,0,0.8244047928083276,0.7287216904349241,1.0,0.16666666666666666,0.0,0.0,1.0,1.0,1,0.0,7.81,11.19
P100000127205,cement,Toshali Cements Cuttack Cement Plant,1,1,2.26,2.26,2.26,,331.35,331.35,299.09,299.09,0,0,0.8841331852808035,0.8841331852808035,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,2.26,2.26
P100000127509,cement,Shiva Cement Sundergarh Cement Plant,6,6,0.7116666666666666,0.66,0.96,0.20252571853141682,300.30333333333334,303.14,288.7416666666667,291.81,0,6,0.12520443292752426,0.0941412652333428,1.0,0.5,0.0,1.0,1.0,1.0,1,0.0,0.7116666666666666,0.96
P100001025672,steel,N R Ispat and Power Raigarh steel plant,34,32,1.160294117647059,0.64,10.06,1.8810965295001965,303.58235294117645,356.61,289.2882352941176,314.12,0,31,0.7014175550776806,0.2759666846520973,1.0625,2.8333333333333335,0.0,0.9117647058823529,1.0625,1.0,2,0.2459346884189824,1.2328125,10.06
P100001025815,steel,Adhunik Metaliks Kuanrmunda steel plant,29,27,1.150344827586207,0.68,8.18,1.7997231587874458,303.44241379310347,349.28,290.3344827586207,316.74,0,27,0.673819405063353,0.0775045019928658,1.0740740740740742,2.4166666666666665,0.0,0.9310344827586207,1.0740740740740742,1.0,2,0.26688025634181184,1.2355555555555555,8.18
P100001025818,steel,Rungta Mines Karakolha sponge iron plant,51,47,0.7268627450980393,0.69,1.88,0.2975264035078462,300.0019607843137,308.02,285.618431372549,294.78,0,51,0.17699571217504279,0.0255288217622424,1.0851063829787233,4.25,0.0,1.0,1.0851063829787233,1.0,2,0.2820566728469693,0.7887234042553192,1.88
P100001025819,steel,Rungta Mines Chaliyama steel plant,326,198,1.2494171779141103,1.17,4.93,0.4996299838997892,305.6649693251534,332.17,289.72677914110426,305.55,0,323,0.31331459183316024,0.0179109430701739,1.6464646464646464,27.166666666666668,0.0,0.99079754601227,1.6464646464646464,2.0,4,0.7098027367795383,2.057121212121212,6.1
P100001025922,steel,Jai Balaji Rajbandh Unit III steel plant,171,116,1.5584795321637428,1.34,6.75,0.9725200880379938,308.69397660818714,346.16,290.0606432748538,308.36,0,161,0.5745381705066089,0.061252993304071,1.4741379310344827,14.25,0.0,0.9415204678362573,1.4741379310344827,1.0,5,0.7741610538714373,2.2974137931034484,13.5
P100001025938,steel,Rashmi Green Hydrogen Steel Kharagpur steel plant,1,1,1.2,1.2,1.2,,329.07,329.07,299.37,299.37,0,0,0.7969237986203193,0.7969237986203193,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,1.2,1.2
P100001045282,steel,Crest Steel and Power Mangatta steel plant,49,43,0.9948979591836735,0.84,4.81,0.6316813623476751,305.16816326530613,346.5,291.6795918367347,310.34,0,47,0.22277916166131367,0.0414770201477503,1.1395348837209303,4.083333333333333,0.0,0.9591836734693877,1.1395348837209303,1.0,2,0.350604603563426,1.1337209302325582,5.75
P100001045284,steel,KIC Metaliks Durgapur steel plant,71,60,1.0263380281690142,1.01,2.59,0.34434301601173256,302.9191549295774,320.2,289.33169014084507,295.13,0,71,0.39336611443956565,0.0659270559321192,1.1833333333333333,5.916666666666667,0.0,1.0,1.1833333333333333,1.0,2,0.3902049294994232,1.2145000000000001,2.59
P100001045296,steel,Action Ispat and Power Jharsuguda steel plant,64,55,1.02859375,0.96,4.73,0.5457508798137299,302.7709375,337.01,288.88625,307.3,0,63,0.211531589936801,0.0213763672138432,1.1636363636363636,5.333333333333333,0.0,0.984375,1.1636363636363636,1.0,3,0.4200368750847674,1.196909090909091,4.73
P100001045317,steel,Gallantt Ispat Gorakhpur steel plant,237,169,1.6018143459915613,1.48,5.57,0.8009848805975442,305.5990717299578,334.36,290.7897890295358,303.29,0,236,0.405660403516136,0.0602000740951523,1.4023668639053255,19.75,0.0,0.9957805907172996,1.4023668639053255,1.0,4,0.6484370093431893,2.2463313609467455,7.39
P100001061405,steel,Jindal Stainless Maharashtra steel plant,4,3,5.1,4.23,9.02,2.88747871565027,335.10249999999996,339.98,305.5125,312.95,0,1,0.8470723280861363,0.7852095219213076,1.3333333333333333,0.3333333333333333,0.0,0.25,1.3333333333333333,1.0,2,0.5773502691896257,6.8,11.94
P100001062086,steel,Jindal Steel Chhattisgarh steel plant,1,1,11.58,11.58,11.58,,367.0,367.0,308.17,308.17,1,0,0.8989100472352052,0.8989100472352052,1.0,0.08333333333333333,1.0,0.0,1.0,1.0,1,,11.58,11.58
P100001062088,steel,Bhagyalaxmi Metals Mul steel plant,2,1,5.84,5.84,6.43,0.8343860018001259,340.755,345.2,308.79499999999996,308.84,0,0,0.41280885533246575,0.3045200455072016,2.0,0.16666666666666666,0.0,0.0,2.0,2.0,2,,11.68,11.68
P100001062093,steel,Kapila Metals Jalna steel plant,1,1,15.6,15.6,15.6,,344.38,344.38,319.19,319.19,0,0,0.5853524170860585,0.5853524170860585,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,15.6,15.6
